transaction_id,user_id,payment_date,amount,status
85,8,5/15/2023,14.99,Success
86,8,6/14/2023,14.99,Success
87,8,7/14/2023,14.99,Success
88,8,8/13/2023,14.99,Success
89,8,9/12/2023,14.99,Success
90,8,10/12/2023,14.99,Success
91,8,11/11/2023,14.99,Success
92,8,12/11/2023,14.99,Success
93,8,1/10/2024,14.99,Success
94,8,2/9/2024,14.99,Success
95,8,3/10/2024,14.99,Success
96,8,4/9/2024,14.99,Success
97,8,5/9/2024,14.99,Success
98,8,6/8/2024,14.99,Success
99,8,7/8/2024,14.99,Success
100,8,8/7/2024,14.99,Success
101,8,9/6/2024,14.99,Success
102,8,10/6/2024,14.99,Success
103,8,11/5/2024,14.99,Success
104,8,12/5/2024,14.99,Success
105,9,11/23/2024,14.99,Success
106,9,12/23/2024,14.99,Success
107,10,7/12/2024,14.99,Success
108,10,8/11/2024,14.99,Success
109,10,9/10/2024,14.99,Success
110,10,10/10/2024,14.99,Success
111,10,11/9/2024,14.99,Success
112,10,12/9/2024,14.99,Success
113,11,3/31/2023,29.99,Success
114,11,4/30/2023,29.99,Success
115,11,5/30/2023,29.99,Success
116,11,6/29/2023,29.99,Success
117,11,7/29/2023,29.99,Success
118,11,8/28/2023,29.99,Success
119,11,9/27/2023,29.99,Success
120,11,10/27/2023,29.99,Success
121,11,11/26/2023,29.99,Success
122,11,12/26/2023,29.99,Success
123,11,1/25/2024,29.99,Success
124,11,2/24/2024,29.99,Success
125,11,3/25/2024,29.99,Success
126,11,4/24/2024,29.99,Success
127,11,5/24/2024,29.99,Success
128,11,6/23/2024,29.99,Failed
129,11,7/23/2024,29.99,Success
130,11,8/22/2024,29.99,Success
131,11,9/21/2024,29.99,Success
132,11,10/21/2024,29.99,Success
133,11,11/20/2024,29.99,Success
134,11,12/20/2024,29.99,Success
135,12,8/27/2024,14.99,Success
136,12,9/26/2024,14.99,Success
137,12,10/26/2024,14.99,Success
138,12,11/25/2024,14.99,Success
139,12,12/25/2024,14.99,Success
140,13,3/8/2024,14.99,Success
141,13,4/7/2024,14.99,Success
142,13,5/7/2024,14.99,Success
143,13,6/6/2024,14.99,Success
144,13,7/6/2024,14.99,Success
145,13,8/5/2024,14.99,Failed
146,13,9/4/2024,14.99,Success
147,13,10/4/2024,14.99,Success
148,13,11/3/2024,14.99,Failed
149,13,12/3/2024,14.99,Success
150,14,2/2/2023,29.99,Success
151,14,3/4/2023,29.99,Success
152,14,4/3/2023,29.99,Success
153,14,5/3/2023,29.99,Success
154,14,6/2/2023,29.99,Success
155,14,7/2/2023,29.99,Success
156,14,8/1/2023,29.99,Success
157,14,8/31/2023,29.99,Success
158,14,9/30/2023,29.99,Success
159,14,10/30/2023,29.99,Success
160,14,11/29/2023,29.99,Success
161,14,12/29/2023,29.99,Success
162,14,1/28/2024,29.99,Success
163,14,2/27/2024,29.99,Success
164,14,3/28/2024,29.99,Success
165,14,4/27/2024,29.99,Success
166,14,5/27/2024,29.99,Success
167,14,6/26/2024,29.99,Success
168,14,7/26/2024,29.99,Success
169,14,8/25/2024,29.99,Success
170,14,9/24/2024,29.99,Success
171,14,10/24/2024,29.99,Success
172,14,11/23/2024,29.99,Success
173,14,12/23/2024,29.99,Success
174,15,1/31/2023,14.99,Success
175,15,3/2/2023,14.99,Success
176,16,4/6/2023,14.99,Success
177,16,5/6/2023,14.99,Success
178,16,6/5/2023,14.99,Success
179,16,7/5/2023,14.99,Success
180,16,8/4/2023,14.99,Success
181,16,9/3/2023,14.99,Success
182,16,10/3/2023,14.99,Success
183,16,11/2/2023,14.99,Failed
184,16,12/2/2023,14.99,Success
185,16,1/1/2024,14.99,Success
186,16,1/31/2024,14.99,Success
187,16,3/1/2024,14.99,Success
188,16,3/31/2024,14.99,Success
189,16,4/30/2024,14.99,Success
190,16,5/30/2024,14.99,Success
191,16,6/29/2024,14.99,Success
192,16,7/29/2024,14.99,Success
193,16,8/28/2024,14.99,Success
194,16,9/27/2024,14.99,Success
195,16,10/27/2024,14.99,Success
196,16,11/26/2024,14.99,Success
197,16,12/26/2024,14.99,Success
198,17,8/12/2023,14.99,Success
199,17,9/11/2023,14.99,Success
200,17,10/11/2023,14.99,Success
201,17,11/10/2023,14.99,Success
202,17,12/10/2023,14.99,Success
203,17,1/9/2024,14.99,Success
204,17,2/8/2024,14.99,Success
205,17,3/9/2024,14.99,Success
206,17,4/8/2024,14.99,Success
207,17,5/8/2024,14.99,Success
208,17,6/7/2024,14.99,Success
209,17,7/7/2024,14.99,Success
210,17,8/6/2024,14.99,Success
211,17,9/5/2024,14.99,Success
212,17,10/5/2024,14.99,Success
213,17,11/4/2024,14.99,Success
214,17,12/4/2024,14.99,Success
215,18,8/27/2023,14.99,Success
216,18,9/26/2023,14.99,Success
217,18,10/26/2023,14.99,Success
218,18,11/25/2023,14.99,Success
219,18,12/25/2023,14.99,Success
220,18,1/24/2024,14.99,Success
221,18,2/23/2024,14.99,Success
222,18,3/24/2024,14.99,Success
223,18,4/23/2024,14.99,Success
224,18,5/23/2024,14.99,Success
225,18,6/22/2024,14.99,Success
226,18,7/22/2024,14.99,Success
227,18,8/21/2024,14.99,Success
228,18,9/20/2024,14.99,Success
229,18,10/20/2024,14.99,Success
230,18,11/19/2024,14.99,Success
231,18,12/19/2024,14.99,Success
232,19,6/1/2024,29.99,Failed
233,19,7/1/2024,29.99,Success
234,19,7/31/2024,29.99,Success
235,19,8/30/2024,29.99,Success
236,19,9/29/2024,29.99,Success
237,19,10/29/2024,29.99,Success
238,19,11/28/2024,29.99,Success
239,19,12/28/2024,29.99,Success
240,20,9/8/2024,14.99,Success
241,20,10/8/2024,14.99,Success
242,20,11/7/2024,14.99,Success
243,20,12/7/2024,14.99,Success
244,21,1/28/2023,29.99,Success
245,21,2/27/2023,29.99,Success
246,21,3/29/2023,29.99,Success
247,21,4/28/2023,29.99,Success
248,21,5/28/2023,29.99,Success
249,21,6/27/2023,29.99,Success
250,21,7/27/2023,29.99,Success
251,21,8/26/2023,29.99,Success
252,21,9/25/2023,29.99,Success
253,21,10/25/2023,29.99,Success
254,21,11/24/2023,29.99,Success
255,21,12/24/2023,29.99,Success
256,21,1/23/2024,29.99,Success
257,21,2/22/2024,29.99,Success
258,21,3/23/2024,29.99,Success
259,21,4/22/2024,29.99,Success
260,21,5/22/2024,29.99,Success
261,21,6/21/2024,29.99,Success
262,21,7/21/2024,29.99,Success
263,21,8/20/2024,29.99,Success
264,21,9/19/2024,29.99,Success
265,21,10/19/2024,29.99,Success
266,21,11/18/2024,29.99,Success
267,21,12/18/2024,29.99,Success
268,22,7/28/2024,29.99,Success
269,22,8/27/2024,29.99,Success
270,22,9/26/2024,29.99,Success
271,22,10/26/2024,29.99,Success
272,22,11/25/2024,29.99,Success
273,22,12/25/2024,29.99,Success
274,23,7/23/2023,49.99,Success
275,23,8/22/2023,49.99,Success
276,23,9/21/2023,49.99,Success
277,23,10/21/2023,49.99,Success
278,23,11/20/2023,49.99,Success
279,23,12/20/2023,49.99,Success
280,23,1/19/2024,49.99,Success
281,23,2/18/2024,49.99,Success
282,23,3/19/2024,49.99,Success
283,23,4/18/2024,49.99,Success
284,23,5/18/2024,49.99,Success
285,23,6/17/2024,49.99,Success
286,23,7/17/2024,49.99,Success
287,23,8/16/2024,49.99,Success
288,23,9/15/2024,49.99,Success
289,23,10/15/2024,49.99,Success
290,23,11/14/2024,49.99,Success
291,23,12/14/2024,49.99,Success
292,24,10/27/2024,29.99,Success
293,24,11/26/2024,29.99,Success
294,24,12/26/2024,29.99,Success
295,25,12/19/2024,29.99,Success
296,26,7/12/2024,29.99,Success
297,26,8/11/2024,29.99,Success
298,26,9/10/2024,29.99,Success
299,26,10/10/2024,29.99,Success
300,26,11/9/2024,29.99,Success
301,26,12/9/2024,29.99,Success
302,27,3/5/2024,14.99,Success
303,27,4/4/2024,14.99,Success
304,28,8/14/2023,29.99,Success
305,28,9/13/2023,29.99,Success
306,28,10/13/2023,29.99,Success
307,28,11/12/2023,29.99,Failed
308,28,12/12/2023,29.99,Failed
309,28,1/11/2024,29.99,Success
310,29,4/4/2024,14.99,Success
311,29,5/4/2024,14.99,Success
312,29,6/3/2024,14.99,Success
313,29,7/3/2024,14.99,Success
314,29,8/2/2024,14.99,Success
315,29,9/1/2024,14.99,Success
316,29,10/1/2024,14.99,Success
317,29,10/31/2024,14.99,Success
318,29,11/30/2024,14.99,Success
319,29,12/30/2024,14.99,Success
320,30,8/26/2024,29.99,Success
321,30,9/25/2024,29.99,Success
322,30,10/25/2024,29.99,Success
323,30,11/24/2024,29.99,Success
324,30,12/24/2024,29.99,Success
325,31,10/12/2023,49.99,Success
326,31,11/11/2023,49.99,Success
327,31,12/11/2023,49.99,Success
328,31,1/10/2024,49.99,Success
329,31,2/9/2024,49.99,Success
330,31,3/10/2024,49.99,Success
331,31,4/9/2024,49.99,Failed
332,31,5/9/2024,49.99,Success
333,31,6/8/2024,49.99,Success
334,31,7/8/2024,49.99,Failed
335,31,8/7/2024,49.99,Success
336,31,9/6/2024,49.99,Success
337,31,10/6/2024,49.99,Success
338,31,11/5/2024,49.99,Success
339,31,12/5/2024,49.99,Success
340,32,1/7/2023,49.99,Success
341,32,2/6/2023,49.99,Success
342,32,3/8/2023,49.99,Success
343,32,4/7/2023,49.99,Success
344,32,5/7/2023,49.99,Success
345,32,6/6/2023,49.99,Success
346,32,7/6/2023,49.99,Success
347,32,8/5/2023,49.99,Success
348,32,9/4/2023,49.99,Success
349,32,10/4/2023,49.99,Success
350,32,11/3/2023,49.99,Success
351,32,12/3/2023,49.99,Success
352,32,1/2/2024,49.99,Success
353,32,2/1/2024,49.99,Success
354,32,3/2/2024,49.99,Success
355,32,4/1/2024,49.99,Success
356,32,5/1/2024,49.99,Success
357,32,5/31/2024,49.99,Success
358,32,6/30/2024,49.99,Success
359,32,7/30/2024,49.99,Success
360,32,8/29/2024,49.99,Success
361,32,9/28/2024,49.99,Success
362,32,10/28/2024,49.99,Success
363,32,11/27/2024,49.99,Success
364,32,12/27/2024,49.99,Success
365,33,6/13/2023,14.99,Success
366,33,7/13/2023,14.99,Success
367,33,8/12/2023,14.99,Failed
368,33,9/11/2023,14.99,Success
369,34,12/15/2024,14.99,Success
370,35,3/8/2024,29.99,Success
371,35,4/7/2024,29.99,Success
372,35,5/7/2024,29.99,Success
373,35,6/6/2024,29.99,Failed
374,35,7/6/2024,29.99,Success
375,35,8/5/2024,29.99,Success
376,35,9/4/2024,29.99,Success
377,35,10/4/2024,29.99,Success
378,35,11/3/2024,29.99,Success
379,35,12/3/2024,29.99,Success
380,36,12/15/2023,29.99,Success
381,36,1/14/2024,29.99,Success
382,36,2/13/2024,29.99,Success
383,36,3/14/2024,29.99,Success
384,36,4/13/2024,29.99,Success
385,36,5/13/2024,29.99,Success
386,36,6/12/2024,29.99,Failed
387,37,10/12/2023,29.99,Success
388,37,11/11/2023,29.99,Success
389,37,12/11/2023,29.99,Success
390,37,1/10/2024,29.99,Success
391,37,2/9/2024,29.99,Success
392,37,3/10/2024,29.99,Success
393,37,4/9/2024,29.99,Success
394,37,5/9/2024,29.99,Success
395,37,6/8/2024,29.99,Success
396,37,7/8/2024,29.99,Success
397,37,8/7/2024,29.99,Success
398,37,9/6/2024,29.99,Success
399,37,10/6/2024,29.99,Success
400,37,11/5/2024,29.99,Success
401,37,12/5/2024,29.99,Success
402,38,6/9/2023,29.99,Success
403,38,7/9/2023,29.99,Success
404,38,8/8/2023,29.99,Success
405,38,9/7/2023,29.99,Success
406,38,10/7/2023,29.99,Success
407,38,11/6/2023,29.99,Success
408,38,12/6/2023,29.99,Success
409,38,1/5/2024,29.99,Success
410,38,2/4/2024,29.99,Success
411,38,3/5/2024,29.99,Success
412,38,4/4/2024,29.99,Success
413,38,5/4/2024,29.99,Success
414,38,6/3/2024,29.99,Success
415,38,7/3/2024,29.99,Success
416,38,8/2/2024,29.99,Success
417,38,9/1/2024,29.99,Success
418,38,10/1/2024,29.99,Success
419,38,10/31/2024,29.99,Success
420,38,11/30/2024,29.99,Success
421,38,12/30/2024,29.99,Success
422,39,8/9/2023,14.99,Success
423,39,9/8/2023,14.99,Success
424,39,10/8/2023,14.99,Failed
425,39,11/7/2023,14.99,Success
426,40,12/11/2023,49.99,Success
427,40,1/10/2024,49.99,Success
428,40,2/9/2024,49.99,Success
429,40,3/10/2024,49.99,Success
430,40,4/9/2024,49.99,Success
431,40,5/9/2024,49.99,Success
432,40,6/8/2024,49.99,Success
433,40,7/8/2024,49.99,Success
434,40,8/7/2024,49.99,Success
435,40,9/6/2024,49.99,Success
436,40,10/6/2024,49.99,Success
437,40,11/5/2024,49.99,Success
438,40,12/5/2024,49.99,Success
439,41,4/15/2023,29.99,Success
440,41,5/15/2023,29.99,Success
441,41,6/14/2023,29.99,Success
442,41,7/14/2023,29.99,Success
443,41,8/13/2023,29.99,Success
444,41,9/12/2023,29.99,Success
445,41,10/12/2023,29.99,Success
446,41,11/11/2023,29.99,Success
447,41,12/11/2023,29.99,Success
448,41,1/10/2024,29.99,Success
449,41,2/9/2024,29.99,Success
450,41,3/10/2024,29.99,Success
451,41,4/9/2024,29.99,Success
452,41,5/9/2024,29.99,Success
453,41,6/8/2024,29.99,Success
454,41,7/8/2024,29.99,Success
455,41,8/7/2024,29.99,Success
456,41,9/6/2024,29.99,Success
457,41,10/6/2024,29.99,Success
458,41,11/5/2024,29.99,Success
459,41,12/5/2024,29.99,Failed
460,42,4/5/2023,14.99,Success
461,42,5/5/2023,14.99,Success
462,42,6/4/2023,14.99,Success
463,42,7/4/2023,14.99,Success
464,42,8/3/2023,14.99,Success
465,42,9/2/2023,14.99,Success
466,42,10/2/2023,14.99,Success
467,42,11/1/2023,14.99,Success
468,42,12/1/2023,14.99,Success
469,42,12/31/2023,14.99,Success
470,42,1/30/2024,14.99,Success
471,42,2/29/2024,14.99,Success
472,42,3/30/2024,14.99,Success
473,42,4/29/2024,14.99,Success
474,42,5/29/2024,14.99,Success
475,42,6/28/2024,14.99,Success
476,42,7/28/2024,14.99,Success
477,42,8/27/2024,14.99,Failed
478,42,9/26/2024,14.99,Failed
479,42,10/26/2024,14.99,Success
480,42,11/25/2024,14.99,Success
481,42,12/25/2024,14.99,Success
482,43,1/25/2024,29.99,Success
483,43,2/24/2024,29.99,Success
484,43,3/25/2024,29.99,Success
485,43,4/24/2024,29.99,Success
486,43,5/24/2024,29.99,Success
487,43,6/23/2024,29.99,Success
488,43,7/23/2024,29.99,Success
489,43,8/22/2024,29.99,Success
490,43,9/21/2024,29.99,Success
491,43,10/21/2024,29.99,Failed
492,43,11/20/2024,29.99,Failed
493,43,12/20/2024,29.99,Success
494,44,4/10/2023,14.99,Success
495,44,5/10/2023,14.99,Success
496,44,6/9/2023,14.99,Success
497,44,7/9/2023,14.99,Success
498,44,8/8/2023,14.99,Success
499,44,9/7/2023,14.99,Success
500,44,10/7/2023,14.99,Success
501,44,11/6/2023,14.99,Success
502,44,12/6/2023,14.99,Success
503,44,1/5/2024,14.99,Failed
504,44,2/4/2024,14.99,Success
505,44,3/5/2024,14.99,Success
506,44,4/4/2024,14.99,Success
507,44,5/4/2024,14.99,Failed
508,44,6/3/2024,14.99,Failed
509,44,7/3/2024,14.99,Success
510,44,8/2/2024,14.99,Success
511,44,9/1/2024,14.99,Success
512,44,10/1/2024,14.99,Success
513,44,10/31/2024,14.99,Success
514,44,11/30/2024,14.99,Success
515,44,12/30/2024,14.99,Success
516,45,1/3/2024,49.99,Success
517,45,2/2/2024,49.99,Success
518,45,3/3/2024,49.99,Success
519,45,4/2/2024,49.99,Success
520,45,5/2/2024,49.99,Success
521,45,6/1/2024,49.99,Success
522,45,7/1/2024,49.99,Success
523,45,7/31/2024,49.99,Success
524,45,8/30/2024,49.99,Success
525,45,9/29/2024,49.99,Success
526,45,10/29/2024,49.99,Success
527,45,11/28/2024,49.99,Success
528,45,12/28/2024,49.99,Success
529,46,12/19/2023,49.99,Success
530,46,1/18/2024,49.99,Success
531,46,2/17/2024,49.99,Success
532,46,3/18/2024,49.99,Success
533,46,4/17/2024,49.99,Success
534,46,5/17/2024,49.99,Success
535,46,6/16/2024,49.99,Success
536,46,7/16/2024,49.99,Success
537,46,8/15/2024,49.99,Success
538,46,9/14/2024,49.99,Success
539,46,10/14/2024,49.99,Success
540,46,11/13/2024,49.99,Success
541,46,12/13/2024,49.99,Success
542,47,9/10/2024,14.99,Success
543,47,10/10/2024,14.99,Success
544,47,11/9/2024,14.99,Success
545,47,12/9/2024,14.99,Success
546,48,9/28/2023,29.99,Success
547,48,10/28/2023,29.99,Success
548,48,11/27/2023,29.99,Success
549,48,12/27/2023,29.99,Success
550,48,1/26/2024,29.99,Success
551,48,2/25/2024,29.99,Success
552,48,3/26/2024,29.99,Success
553,48,4/25/2024,29.99,Failed
554,48,5/25/2024,29.99,Success
555,48,6/24/2024,29.99,Success
556,48,7/24/2024,29.99,Success
557,48,8/23/2024,29.99,Success
558,48,9/22/2024,29.99,Success
559,48,10/22/2024,29.99,Success
560,48,11/21/2024,29.99,Success
561,48,12/21/2024,29.99,Success
562,49,2/14/2023,49.99,Success
563,49,3/16/2023,49.99,Success
564,49,4/15/2023,49.99,Success
565,49,5/15/2023,49.99,Success
566,49,6/14/2023,49.99,Success
567,49,7/14/2023,49.99,Success
568,49,8/13/2023,49.99,Success
569,49,9/12/2023,49.99,Success
570,49,10/12/2023,49.99,Success
571,49,11/11/2023,49.99,Success
572,49,12/11/2023,49.99,Success
573,49,1/10/2024,49.99,Success
574,49,2/9/2024,49.99,Success
575,49,3/10/2024,49.99,Success
576,49,4/9/2024,49.99,Success
577,49,5/9/2024,49.99,Success
578,49,6/8/2024,49.99,Success
579,49,7/8/2024,49.99,Success
580,49,8/7/2024,49.99,Success
581,49,9/6/2024,49.99,Success
582,49,10/6/2024,49.99,Success
583,49,11/5/2024,49.99,Success
584,49,12/5/2024,49.99,Success
585,50,4/15/2024,14.99,Success
586,50,5/15/2024,14.99,Success
587,50,6/14/2024,14.99,Success
588,50,7/14/2024,14.99,Failed
589,50,8/13/2024,14.99,Success
590,50,9/12/2024,14.99,Success
591,50,10/12/2024,14.99,Success
592,50,11/11/2024,14.99,Failed
593,50,12/11/2024,14.99,Success
594,51,7/3/2024,14.99,Success
595,51,8/2/2024,14.99,Success
596,51,9/1/2024,14.99,Success
597,51,10/1/2024,14.99,Success
598,51,10/31/2024,14.99,Success
599,51,11/30/2024,14.99,Success
600,51,12/30/2024,14.99,Success
601,52,5/8/2023,14.99,Failed
602,52,6/7/2023,14.99,Failed
603,52,7/7/2023,14.99,Success
604,53,1/23/2024,14.99,Success
605,53,2/22/2024,14.99,Success
606,53,3/23/2024,14.99,Success
607,53,4/22/2024,14.99,Success
608,53,5/22/2024,14.99,Success
609,53,6/21/2024,14.99,Success
610,53,7/21/2024,14.99,Success
611,53,8/20/2024,14.99,Success
612,53,9/19/2024,14.99,Success
613,53,10/19/2024,14.99,Success
614,53,11/18/2024,14.99,Success
615,53,12/18/2024,14.99,Success
616,54,3/22/2023,29.99,Success
617,54,4/21/2023,29.99,Success
618,54,5/21/2023,29.99,Success
619,54,6/20/2023,29.99,Success
620,54,7/20/2023,29.99,Success
621,54,8/19/2023,29.99,Success
622,54,9/18/2023,29.99,Success
623,54,10/18/2023,29.99,Success
624,54,11/17/2023,29.99,Success
625,54,12/17/2023,29.99,Success
626,54,1/16/2024,29.99,Success
627,54,2/15/2024,29.99,Success
628,54,3/16/2024,29.99,Success
629,54,4/15/2024,29.99,Success
630,54,5/15/2024,29.99,Success
631,54,6/14/2024,29.99,Success
632,54,7/14/2024,29.99,Success
633,54,8/13/2024,29.99,Success
634,54,9/12/2024,29.99,Success
635,54,10/12/2024,29.99,Success
636,54,11/11/2024,29.99,Success
637,54,12/11/2024,29.99,Success
638,55,7/19/2024,49.99,Success
639,55,8/18/2024,49.99,Success
640,55,9/17/2024,49.99,Success
641,55,10/17/2024,49.99,Success
642,55,11/16/2024,49.99,Success
643,55,12/16/2024,49.99,Success
644,56,10/28/2023,14.99,Success
645,56,11/27/2023,14.99,Success
646,56,12/27/2023,14.99,Success
647,56,1/26/2024,14.99,Success
648,56,2/25/2024,14.99,Success
649,56,3/26/2024,14.99,Success
650,56,4/25/2024,14.99,Success
651,56,5/25/2024,14.99,Success
652,56,6/24/2024,14.99,Success
653,56,7/24/2024,14.99,Success
654,56,8/23/2024,14.99,Success
655,56,9/22/2024,14.99,Success
656,56,10/22/2024,14.99,Failed
657,56,11/21/2024,14.99,Failed
658,56,12/21/2024,14.99,Success
659,57,10/5/2024,14.99,Success
660,57,11/4/2024,14.99,Success
661,57,12/4/2024,14.99,Failed
662,58,9/25/2024,14.99,Success
663,58,10/25/2024,14.99,Success
664,58,11/24/2024,14.99,Success
665,58,12/24/2024,14.99,Success
666,59,1/6/2024,29.99,Success
667,59,2/5/2024,29.99,Success
668,59,3/6/2024,29.99,Success
669,59,4/5/2024,29.99,Success
670,59,5/5/2024,29.99,Success
671,59,6/4/2024,29.99,Success
672,60,8/14/2024,14.99,Success
673,60,9/13/2024,14.99,Success
674,60,10/13/2024,14.99,Success
675,60,11/12/2024,14.99,Success
676,60,12/12/2024,14.99,Success
677,61,7/16/2023,29.99,Success
678,61,8/15/2023,29.99,Success
679,61,9/14/2023,29.99,Success
680,61,10/14/2023,29.99,Success
681,61,11/13/2023,29.99,Success
682,61,12/13/2023,29.99,Success
683,62,12/22/2024,29.99,Success
684,63,3/13/2023,29.99,Success
685,63,4/12/2023,29.99,Success
686,63,5/12/2023,29.99,Success
687,63,6/11/2023,29.99,Success
688,63,7/11/2023,29.99,Success
689,63,8/10/2023,29.99,Success
690,63,9/9/2023,29.99,Success
691,63,10/9/2023,29.99,Success
692,63,11/8/2023,29.99,Success
693,63,12/8/2023,29.99,Success
694,63,1/7/2024,29.99,Success
695,63,2/6/2024,29.99,Success
696,63,3/7/2024,29.99,Success
697,63,4/6/2024,29.99,Success
698,63,5/6/2024,29.99,Success
699,63,6/5/2024,29.99,Success
700,63,7/5/2024,29.99,Success
701,63,8/4/2024,29.99,Success
702,63,9/3/2024,29.99,Success
703,63,10/3/2024,29.99,Success
704,63,11/2/2024,29.99,Success
705,63,12/2/2024,29.99,Success
706,64,2/16/2023,29.99,Success
707,64,3/18/2023,29.99,Success
708,64,4/17/2023,29.99,Success
709,64,5/17/2023,29.99,Success
710,64,6/16/2023,29.99,Failed
711,64,7/16/2023,29.99,Success
712,64,8/15/2023,29.99,Failed
713,64,9/14/2023,29.99,Success
714,64,10/14/2023,29.99,Success
715,64,11/13/2023,29.99,Success
716,64,12/13/2023,29.99,Success
717,65,11/8/2024,29.99,Success
718,65,12/8/2024,29.99,Success
719,66,8/22/2023,49.99,Failed
720,66,9/21/2023,49.99,Success
721,66,10/21/2023,49.99,Success
722,66,11/20/2023,49.99,Success
723,66,12/20/2023,49.99,Success
724,66,1/19/2024,49.99,Success
725,66,2/18/2024,49.99,Success
726,66,3/19/2024,49.99,Success
727,66,4/18/2024,49.99,Success
728,66,5/18/2024,49.99,Success
729,66,6/17/2024,49.99,Success
730,66,7/17/2024,49.99,Success
731,66,8/16/2024,49.99,Success
732,66,9/15/2024,49.99,Success
733,66,10/15/2024,49.99,Success
734,66,11/14/2024,49.99,Success
735,66,12/14/2024,49.99,Success
736,67,10/24/2023,14.99,Success
737,67,11/23/2023,14.99,Success
738,67,12/23/2023,14.99,Success
739,67,1/22/2024,14.99,Success
740,67,2/21/2024,14.99,Success
741,67,3/22/2024,14.99,Success
742,67,4/21/2024,14.99,Success
743,67,5/21/2024,14.99,Success
744,67,6/20/2024,14.99,Success
745,67,7/20/2024,14.99,Success
746,67,8/19/2024,14.99,Success
747,67,9/18/2024,14.99,Success
748,67,10/18/2024,14.99,Success
749,67,11/17/2024,14.99,Success
750,67,12/17/2024,14.99,Success
751,68,3/23/2023,49.99,Success
752,68,4/22/2023,49.99,Success
753,68,5/22/2023,49.99,Success
754,68,6/21/2023,49.99,Success
755,68,7/21/2023,49.99,Success
756,68,8/20/2023,49.99,Success
757,68,9/19/2023,49.99,Success
758,68,10/19/2023,49.99,Success
759,68,11/18/2023,49.99,Success
760,68,12/18/2023,49.99,Success
761,68,1/17/2024,49.99,Success
762,68,2/16/2024,49.99,Success
763,68,3/17/2024,49.99,Success
764,68,4/16/2024,49.99,Success
765,68,5/16/2024,49.99,Success
766,68,6/15/2024,49.99,Success
767,68,7/15/2024,49.99,Success
768,68,8/14/2024,49.99,Success
769,68,9/13/2024,49.99,Success
770,68,10/13/2024,49.99,Success
771,68,11/12/2024,49.99,Success
772,68,12/12/2024,49.99,Success
773,69,8/27/2023,14.99,Success
